,Date,Korean won   (KRW)                     
6607,10-Oct-2019,1194.7
6608,11-Oct-2019,1196.1
6609,15-Oct-2019,1183.7
6610,16-Oct-2019,1184.1
6611,17-Oct-2019,1187.0
6612,18-Oct-2019,1186.6
6613,21-Oct-2019,1180.5
6614,22-Oct-2019,1175.4
6615,23-Oct-2019,1171.4
6616,24-Oct-2019,1173.7
6617,25-Oct-2019,1171.0
6618,28-Oct-2019,1174.2
6619,29-Oct-2019,1169.6
6620,30-Oct-2019,1166.5
6621,31-Oct-2019,1168.4
6622,1-Nov-2019,1161.7
6623,4-Nov-2019,1167.6
6624,5-Nov-2019,1160.4
6625,6-Nov-2019,1160.1
6626,7-Nov-2019,1157.5
6627,8-Nov-2019,1160.6
6628,11-Nov-2019,1156.1
6629,12-Nov-2019,1161.3
6630,13-Nov-2019,1163.5
6631,14-Nov-2019,1167.6
6632,15-Nov-2019,1170.4
6633,18-Nov-2019,1166.3
6634,19-Nov-2019,1164.5
6635,20-Nov-2019,1168.6
6636,21-Nov-2019,1170.1
6637,22-Nov-2019,1176.5
6638,25-Nov-2019,1177.8
6639,26-Nov-2019,1176.2
6640,27-Nov-2019,1174.4
6641,2-Dec-2019,1180.3
6642,3-Dec-2019,1180.4
6643,4-Dec-2019,1186.2
6644,5-Dec-2019,1193.7
6645,6-Dec-2019,1190.2
6646,9-Dec-2019,1189.7
6647,10-Dec-2019,1189.3
6648,11-Dec-2019,1192.0
6649,12-Dec-2019,1193.3
6650,13-Dec-2019,1188.6
6651,16-Dec-2019,1171.7
6652,17-Dec-2019,1172.9
6653,18-Dec-2019,1166.7
6654,19-Dec-2019,1165.3
6655,20-Dec-2019,1164.5
6656,23-Dec-2019,1162.6
6657,26-Dec-2019,1163.7
6658,27-Dec-2019,1161.2
6659,30-Dec-2019,1160.9
6660,2-Jan-2020,1157.8
6661,3-Jan-2020,1156.9
6662,6-Jan-2020,1162.7
6663,7-Jan-2020,1169.6
6664,8-Jan-2020,1165.3
6665,9-Jan-2020,1174.1
6666,10-Jan-2020,1160.0
6667,13-Jan-2020,1161.1
6668,14-Jan-2020,1155.7
6669,15-Jan-2020,1153.1
6670,16-Jan-2020,1158.8
6671,17-Jan-2020,1159.6
6672,21-Jan-2020,1158.8
6673,22-Jan-2020,1164.7
6674,23-Jan-2020,1165.1
6677,28-Jan-2020,1167.2
6678,29-Jan-2020,1176.7
6679,30-Jan-2020,1176.0
6680,31-Jan-2020,1183.5
6681,3-Feb-2020,1187.8
6682,4-Feb-2020,1196.0
6683,5-Feb-2020,1189.4
6684,6-Feb-2020,1188.5
6685,7-Feb-2020,1181.4
6686,10-Feb-2020,1187.2
6687,11-Feb-2020,1189.8
6688,12-Feb-2020,1184.1
6689,13-Feb-2020,1179.8
6690,14-Feb-2020,1181.5
6691,18-Feb-2020,1182.2
6692,19-Feb-2020,1188.1
6693,20-Feb-2020,1190.8
6694,21-Feb-2020,1197.0
6695,24-Feb-2020,1205.6
6696,25-Feb-2020,1217.7
6697,26-Feb-2020,1212.7
6698,27-Feb-2020,1216.8
6699,28-Feb-2020,1215.9
